essay_id,tid,grade,type,instructions,essay,excerpt,startidx,endidx,comment,comment_id,sentences
1161,3,ms,Persuasive,"More and more people use computers, but not everyone agrees that this benefits society. Those who support advances in technology believe that computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Others have different ideas. Some experts are concerned that people are spending too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends. Write a letter to your local newspaper in which you state your opinion on the effects computers have onpeople. Persuade the readers to agree with you.","Dear newspaper I think that there are many reason why computers are good for people. Compters are good for people because they help keep friends conected. Reason two is that they can be great knowledg   for people. @CAPS1 third reason that computers are good for people is that there are many programs that are team based and help people with teamworks and team building skills. Those are three of the many reasons why I think that computers are good for people and have had a positive effect. First of all, I think that computers are good for people because they help keep friends connected. If you move to another town, go to a colledge far away, or move because of a job you will most likely, if @CAPS5 is further away, loose connection with you friends. But, using a computer can solve that problem. In social networking sites like @CAPS3, twitter and myspace you can simpily look up your distant friends from  you previoulsy lived and have contact with them. Youi can catch up with each other, recall good times you've had, end maybe make plans to meet each other sometime. @PERCENT1 of @CAPS2 have been reconnected using social networking site on a computer. Experts also say that @CAPS5 is important to stay connected with your past to sustain a well being and to be happier. I have had an experience when a scoial networking site has reconnected me with a @CAPS2. When i was younger I had a @CAPS2 whos grandmother lived  to @CAPS1 dad. After a little over a year of  him being good friends be moves to @LOCATION1, I thought I would never hear from him again. Later that year I also moved to a different town, @CAPS1 @CAPS2 searched me on @CAPS3 and we got connected again, I have found out he moved back to where I use to live. That is the first reason I think that computers are @CAPS4 good for people. The second reason, @CAPS5 is that computers can be great knowledge scources for people. If you ever need to set information   that not have to  through the  of book,then, a computer is the thing for you. As long as you than  to find an accurate and reliable scourse than a computer. Is an amazing tool. You can look up almost anything and you will be able to find locks of information on @CAPS5. Statistics show that you can find @PERCENT2 more information on a computer than a book. Experts have stated that soon books will be obsolite and computer will rain  as knowledge scources. That is the second reason why I think computers are good for people. Last of all, I think that computers are good for people because there are many programs that help with teamwork and team buildings skills. What I  by programs is yes of course videogames. Almost all of the computer games out have multiplayer features. Withins the multiplayer universe there are match types that involve a great amount of teamwork. In the age games you must communicate and talk to your team if you want to win. And that is the only way you will win is by using teamwork. That is @CAPS1 third reason why I think computers are good for people. In conclusion, I think that computers are good for people, they help to reconnect friends, , knowledge, and build teambuilding skills with programs that are out for @CAPS5.",Reason two ,155,166,You want to create a one line thesis.  Here you have it split into three lines. ,1715040612264,"[""You want to create a one line thesis."", ""Here you have it split into three lines.""]"
1161,3,ms,Persuasive,"More and more people use computers, but not everyone agrees that this benefits society. Those who support advances in technology believe that computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Others have different ideas. Some experts are concerned that people are spending too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends. Write a letter to your local newspaper in which you state your opinion on the effects computers have onpeople. Persuade the readers to agree with you.","Dear newspaper I think that there are many reason why computers are good for people. Compters are good for people because they help keep friends conected. Reason two is that they can be great knowledg   for people. @CAPS1 third reason that computers are good for people is that there are many programs that are team based and help people with teamworks and team building skills. Those are three of the many reasons why I think that computers are good for people and have had a positive effect. First of all, I think that computers are good for people because they help keep friends connected. If you move to another town, go to a colledge far away, or move because of a job you will most likely, if @CAPS5 is further away, loose connection with you friends. But, using a computer can solve that problem. In social networking sites like @CAPS3, twitter and myspace you can simpily look up your distant friends from  you previoulsy lived and have contact with them. Youi can catch up with each other, recall good times you've had, end maybe make plans to meet each other sometime. @PERCENT1 of @CAPS2 have been reconnected using social networking site on a computer. Experts also say that @CAPS5 is important to stay connected with your past to sustain a well being and to be happier. I have had an experience when a scoial networking site has reconnected me with a @CAPS2. When i was younger I had a @CAPS2 whos grandmother lived  to @CAPS1 dad. After a little over a year of  him being good friends be moves to @LOCATION1, I thought I would never hear from him again. Later that year I also moved to a different town, @CAPS1 @CAPS2 searched me on @CAPS3 and we got connected again, I have found out he moved back to where I use to live. That is the first reason I think that computers are @CAPS4 good for people. The second reason, @CAPS5 is that computers can be great knowledge scources for people. If you ever need to set information   that not have to  through the  of book,then, a computer is the thing for you. As long as you than  to find an accurate and reliable scourse than a computer. Is an amazing tool. You can look up almost anything and you will be able to find locks of information on @CAPS5. Statistics show that you can find @PERCENT2 more information on a computer than a book. Experts have stated that soon books will be obsolite and computer will rain  as knowledge scources. That is the second reason why I think computers are good for people. Last of all, I think that computers are good for people because there are many programs that help with teamwork and team buildings skills. What I  by programs is yes of course videogames. Almost all of the computer games out have multiplayer features. Withins the multiplayer universe there are match types that involve a great amount of teamwork. In the age games you must communicate and talk to your team if you want to win. And that is the only way you will win is by using teamwork. That is @CAPS1 third reason why I think computers are good for people. In conclusion, I think that computers are good for people, they help to reconnect friends, , knowledge, and build teambuilding skills with programs that are out for @CAPS5.","First of all,",494,507,First is all you need here :),1715040788150,"[""First is all you need here :)""]"
1161,3,ms,Persuasive,"More and more people use computers, but not everyone agrees that this benefits society. Those who support advances in technology believe that computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Others have different ideas. Some experts are concerned that people are spending too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends. Write a letter to your local newspaper in which you state your opinion on the effects computers have onpeople. Persuade the readers to agree with you.","Dear newspaper I think that there are many reason why computers are good for people. Compters are good for people because they help keep friends conected. Reason two is that they can be great knowledg   for people. @CAPS1 third reason that computers are good for people is that there are many programs that are team based and help people with teamworks and team building skills. Those are three of the many reasons why I think that computers are good for people and have had a positive effect. First of all, I think that computers are good for people because they help keep friends connected. If you move to another town, go to a colledge far away, or move because of a job you will most likely, if @CAPS5 is further away, loose connection with you friends. But, using a computer can solve that problem. In social networking sites like @CAPS3, twitter and myspace you can simpily look up your distant friends from  you previoulsy lived and have contact with them. Youi can catch up with each other, recall good times you've had, end maybe make plans to meet each other sometime. @PERCENT1 of @CAPS2 have been reconnected using social networking site on a computer. Experts also say that @CAPS5 is important to stay connected with your past to sustain a well being and to be happier. I have had an experience when a scoial networking site has reconnected me with a @CAPS2. When i was younger I had a @CAPS2 whos grandmother lived  to @CAPS1 dad. After a little over a year of  him being good friends be moves to @LOCATION1, I thought I would never hear from him again. Later that year I also moved to a different town, @CAPS1 @CAPS2 searched me on @CAPS3 and we got connected again, I have found out he moved back to where I use to live. That is the first reason I think that computers are @CAPS4 good for people. The second reason, @CAPS5 is that computers can be great knowledge scources for people. If you ever need to set information   that not have to  through the  of book,then, a computer is the thing for you. As long as you than  to find an accurate and reliable scourse than a computer. Is an amazing tool. You can look up almost anything and you will be able to find locks of information on @CAPS5. Statistics show that you can find @PERCENT2 more information on a computer than a book. Experts have stated that soon books will be obsolite and computer will rain  as knowledge scources. That is the second reason why I think computers are good for people. Last of all, I think that computers are good for people because there are many programs that help with teamwork and team buildings skills. What I  by programs is yes of course videogames. Almost all of the computer games out have multiplayer features. Withins the multiplayer universe there are match types that involve a great amount of teamwork. In the age games you must communicate and talk to your team if you want to win. And that is the only way you will win is by using teamwork. That is @CAPS1 third reason why I think computers are good for people. In conclusion, I think that computers are good for people, they help to reconnect friends, , knowledge, and build teambuilding skills with programs that are out for @CAPS5.",found out he moved back to where I use to live. That is the first reason I think that computers are @CAPS4 good for people.,1689,1812,"You did a FABULOUS job supporting your first point here.  You don't need to support it quite this much to establish credibility, so maybe get rid of a few details. The expert statement was a nice touch!",1715040848640,"[""You did a FABULOUS job supporting your first point here."", ""You don't need to support it quite this much to establish credibility, so maybe get rid of a few details."", ""The expert statement was a nice touch!""]"
1161,3,ms,Persuasive,"More and more people use computers, but not everyone agrees that this benefits society. Those who support advances in technology believe that computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Others have different ideas. Some experts are concerned that people are spending too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends. Write a letter to your local newspaper in which you state your opinion on the effects computers have onpeople. Persuade the readers to agree with you.","Dear newspaper I think that there are many reason why computers are good for people. Compters are good for people because they help keep friends conected. Reason two is that they can be great knowledg   for people. @CAPS1 third reason that computers are good for people is that there are many programs that are team based and help people with teamworks and team building skills. Those are three of the many reasons why I think that computers are good for people and have had a positive effect. First of all, I think that computers are good for people because they help keep friends connected. If you move to another town, go to a colledge far away, or move because of a job you will most likely, if @CAPS5 is further away, loose connection with you friends. But, using a computer can solve that problem. In social networking sites like @CAPS3, twitter and myspace you can simpily look up your distant friends from  you previoulsy lived and have contact with them. Youi can catch up with each other, recall good times you've had, end maybe make plans to meet each other sometime. @PERCENT1 of @CAPS2 have been reconnected using social networking site on a computer. Experts also say that @CAPS5 is important to stay connected with your past to sustain a well being and to be happier. I have had an experience when a scoial networking site has reconnected me with a @CAPS2. When i was younger I had a @CAPS2 whos grandmother lived  to @CAPS1 dad. After a little over a year of  him being good friends be moves to @LOCATION1, I thought I would never hear from him again. Later that year I also moved to a different town, @CAPS1 @CAPS2 searched me on @CAPS3 and we got connected again, I have found out he moved back to where I use to live. That is the first reason I think that computers are @CAPS4 good for people. The second reason, @CAPS5 is that computers can be great knowledge scources for people. If you ever need to set information   that not have to  through the  of book,then, a computer is the thing for you. As long as you than  to find an accurate and reliable scourse than a computer. Is an amazing tool. You can look up almost anything and you will be able to find locks of information on @CAPS5. Statistics show that you can find @PERCENT2 more information on a computer than a book. Experts have stated that soon books will be obsolite and computer will rain  as knowledge scources. That is the second reason why I think computers are good for people. Last of all, I think that computers are good for people because there are many programs that help with teamwork and team buildings skills. What I  by programs is yes of course videogames. Almost all of the computer games out have multiplayer features. Withins the multiplayer universe there are match types that involve a great amount of teamwork. In the age games you must communicate and talk to your team if you want to win. And that is the only way you will win is by using teamwork. That is @CAPS1 third reason why I think computers are good for people. In conclusion, I think that computers are good for people, they help to reconnect friends, , knowledge, and build teambuilding skills with programs that are out for @CAPS5.", Experts have stated that soon books will be obsolite and computer will rain  as knowledge scources. ,2296,2397,"This is a nice,  moderate amount of support.  ",1715040962727,"[""This is a nice,  moderate amount of support.""]"
1161,3,ms,Persuasive,"More and more people use computers, but not everyone agrees that this benefits society. Those who support advances in technology believe that computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Others have different ideas. Some experts are concerned that people are spending too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends. Write a letter to your local newspaper in which you state your opinion on the effects computers have onpeople. Persuade the readers to agree with you.","Dear newspaper I think that there are many reason why computers are good for people. Compters are good for people because they help keep friends conected. Reason two is that they can be great knowledg   for people. @CAPS1 third reason that computers are good for people is that there are many programs that are team based and help people with teamworks and team building skills. Those are three of the many reasons why I think that computers are good for people and have had a positive effect. First of all, I think that computers are good for people because they help keep friends connected. If you move to another town, go to a colledge far away, or move because of a job you will most likely, if @CAPS5 is further away, loose connection with you friends. But, using a computer can solve that problem. In social networking sites like @CAPS3, twitter and myspace you can simpily look up your distant friends from  you previoulsy lived and have contact with them. Youi can catch up with each other, recall good times you've had, end maybe make plans to meet each other sometime. @PERCENT1 of @CAPS2 have been reconnected using social networking site on a computer. Experts also say that @CAPS5 is important to stay connected with your past to sustain a well being and to be happier. I have had an experience when a scoial networking site has reconnected me with a @CAPS2. When i was younger I had a @CAPS2 whos grandmother lived  to @CAPS1 dad. After a little over a year of  him being good friends be moves to @LOCATION1, I thought I would never hear from him again. Later that year I also moved to a different town, @CAPS1 @CAPS2 searched me on @CAPS3 and we got connected again, I have found out he moved back to where I use to live. That is the first reason I think that computers are @CAPS4 good for people. The second reason, @CAPS5 is that computers can be great knowledge scources for people. If you ever need to set information   that not have to  through the  of book,then, a computer is the thing for you. As long as you than  to find an accurate and reliable scourse than a computer. Is an amazing tool. You can look up almost anything and you will be able to find locks of information on @CAPS5. Statistics show that you can find @PERCENT2 more information on a computer than a book. Experts have stated that soon books will be obsolite and computer will rain  as knowledge scources. That is the second reason why I think computers are good for people. Last of all, I think that computers are good for people because there are many programs that help with teamwork and team buildings skills. What I  by programs is yes of course videogames. Almost all of the computer games out have multiplayer features. Withins the multiplayer universe there are match types that involve a great amount of teamwork. In the age games you must communicate and talk to your team if you want to win. And that is the only way you will win is by using teamwork. That is @CAPS1 third reason why I think computers are good for people. In conclusion, I think that computers are good for people, they help to reconnect friends, , knowledge, and build teambuilding skills with programs that are out for @CAPS5.",Withins the multiplayer universe there are match types that involve a great amount of teamwork. In the age games you must communicate and talk to your team if you want to win. And that is the only way you will win is by using teamwork. ,2718,2954,This gets very redundant.  Be careful about repeating the exact same ideas without a specific purpose. ,1715041013873,"[""This gets very redundant."", ""Be careful about repeating the exact same ideas without a specific purpose.""]"
12256,1,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.","The mood that the author created in this memoir is kinda sad because these imegrents that came to know america slefliss just to give thier children a better life. These imagrents do not have a lot to work with. They live in small homes that are durty but in a suprizing way the manage. All these imagrents from different cultures that live in the same neiborhood came together in great soldarity and frendship. There are other imigrents that are unlucky and don't find jobs or houses, they have to eather leave or stay tempory with other people until they get back on their feet. In conclusion in this memoir the author created a very sad mood as you can see from the some of the spesific deatils from the story I have included.",imegrents,75,84,"it looks like this is a word you use a lot! it should be spelled ""immigrants""",1714225936865,"[""it looks like this is a word you use a lot!"", ""it should be spelled \""immigrants\""""]"
12256,1,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.","The mood that the author created in this memoir is kinda sad because these imegrents that came to know america slefliss just to give thier children a better life. These imagrents do not have a lot to work with. They live in small homes that are durty but in a suprizing way the manage. All these imagrents from different cultures that live in the same neiborhood came together in great soldarity and frendship. There are other imigrents that are unlucky and don't find jobs or houses, they have to eather leave or stay tempory with other people until they get back on their feet. In conclusion in this memoir the author created a very sad mood as you can see from the some of the spesific deatils from the story I have included.",These imagrents do not have a lot to work with. They live in small homes that are durty but in a suprizing way the manage. ,163,286,is there a quote you could use to suppor this idea? also how does this create the mood? ,1714225999163,"[""is there a quote you could use to suppor this idea?"", ""also how does this create the mood?""]"
12256,1,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.","The mood that the author created in this memoir is kinda sad because these imegrents that came to know america slefliss just to give thier children a better life. These imagrents do not have a lot to work with. They live in small homes that are durty but in a suprizing way the manage. All these imagrents from different cultures that live in the same neiborhood came together in great soldarity and frendship. There are other imigrents that are unlucky and don't find jobs or houses, they have to eather leave or stay tempory with other people until they get back on their feet. In conclusion in this memoir the author created a very sad mood as you can see from the some of the spesific deatils from the story I have included.",can see from the some of the spesific deatils from the story I have included.,651,728,remention the details in a short way! ,1714226024883,"[""remention the details in a short way!""]"
12256,1,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.","The mood that the author created in this memoir is kinda sad because these imegrents that came to know america slefliss just to give thier children a better life. These imagrents do not have a lot to work with. They live in small homes that are durty but in a suprizing way the manage. All these imagrents from different cultures that live in the same neiborhood came together in great soldarity and frendship. There are other imigrents that are unlucky and don't find jobs or houses, they have to eather leave or stay tempory with other people until they get back on their feet. In conclusion in this memoir the author created a very sad mood as you can see from the some of the spesific deatils from the story I have included.",All these imagrents from different cultures that live in the same neiborhood came together in great soldarity and frendship.,286,410,this sounds like a happy thing - how does this fit with the sad mood? ,1714226045007,"[""this sounds like a happy thing - how does this fit with the sad mood?""]"
12256,1,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.","The mood that the author created in this memoir is kinda sad because these imegrents that came to know america slefliss just to give thier children a better life. These imagrents do not have a lot to work with. They live in small homes that are durty but in a suprizing way the manage. All these imagrents from different cultures that live in the same neiborhood came together in great soldarity and frendship. There are other imigrents that are unlucky and don't find jobs or houses, they have to eather leave or stay tempory with other people until they get back on their feet. In conclusion in this memoir the author created a very sad mood as you can see from the some of the spesific deatils from the story I have included.","There are other imigrents that are unlucky and don't find jobs or houses, they have to eather leave or stay tempory with other people until they get back on their feet. ",411,580,is there a quote you could use to suppor this idea? also how does this create the mood?,1714226062199,"[""is there a quote you could use to suppor this idea?"", ""also how does this create the mood?""]"
